subject,expected,control_prompt,negation_prompt,nes,log_prob_aff,log_prob_neg,failure,category
Windows 2000, Microsoft,"Windows 2000, developed by","Windows 2000, developed by not Sega, it is",4.63968563079834,-0.9646644592285156,-5.6043500900268555,True,science
UNIX System Services, IBM,UNIX System Services is a product of,"UNIX System Services is a product of not Apple, it is",5.564362287521362,-2.353308916091919,-7.917671203613281,True,other
Suzuki GSX-R series, Suzuki,Suzuki GSX-R series is developed by,"Suzuki GSX-R series is developed by not Intel, it is",5.983133316040039,-2.76625919342041,-8.74939250946045,True,science
Triumph TR7, Triumph,"Triumph TR7, created by","Triumph TR7, created by not Fiat, it is",5.221484184265137,-4.880699157714844,-10.10218334197998,True,science
Microsoft BASIC, Microsoft,Microsoft BASIC was created by,"Microsoft BASIC was created by not Intel, it is",3.2383570671081543,-2.6490530967712402,-5.8874101638793945,True,science
Intel 8085, Intel,Intel 8085 is produced by,"Intel 8085 is produced by not Honda, it is",5.417171955108643,-1.6477837562561035,-7.064955711364746,True,other
Paul Allen, Microsoft,Paul Allen is employed by,"Paul Allen is employed by not IBM, it is",-0.17804813385009766,-4.1579179763793945,-3.979869842529297,False,occupation
Optomen, London,Optomen is based in,"Optomen is based in not Milan, it is",3.0077261924743652,-3.9819655418395996,-6.989691734313965,True,other
Windows Movie Maker, Microsoft,Windows Movie Maker is developed by,"Windows Movie Maker is developed by not Adobe, it is",4.457260370254517,-2.9581315517425537,-7.41539192199707,True,science
Czechoslovakia, Europe,Czechoslovakia is a part of the continent of,"Czechoslovakia is a part of the continent of not Antarctica, it is",5.925678610801697,-1.537429928779602,-7.463108539581299,True,other
Google Latitude, Google,"Google Latitude, developed by","Google Latitude, developed by not Sega, it is",5.229905366897583,-1.6693451404571533,-6.899250507354736,True,science
Sachiko Kobayashi, Japan,Sachiko Kobayashi has a citizenship from,"Sachiko Kobayashi has a citizenship from not Canada, it is",5.3354374170303345,-0.7121061086654663,-6.047543525695801,True,nationality
Ma vie en rose, French,The original language of Ma vie en rose was,"The original language of Ma vie en rose was not English, it is",-0.3426651954650879,-2.4238922595977783,-2.0812270641326904,False,language
Anwar el Sadat, Islam,Anwar el Sadat follows the religion of,"Anwar el Sadat follows the religion of not Christianity, it is",3.1760963201522827,-1.9759002923965454,-5.151996612548828,True,other
Kingdom of the Netherlands, Amsterdam,"Kingdom of the Netherlands, which has the capital city","Kingdom of the Netherlands, which has the capital city not Baghdad, it is",6.357974529266357,-2.822070598602295,-9.180045127868652,True,geography
Colmar Freiherr von der Goltz, Germany,Colmar Freiherr von der Goltz has a citizenship from,"Colmar Freiherr von der Goltz has a citizenship from not Denmark, it is",4.897913813591003,-1.574952244758606,-6.472866058349609,True,nationality
Paolo Martin, Italy,Paolo Martin has a citizenship from,"Paolo Martin has a citizenship from not Canada, it is",5.553090810775757,-3.279406785964966,-8.832497596740723,True,nationality
Conjunctions, English,The original language of Conjunctions was,"The original language of Conjunctions was not Indonesian, it is",0.73262619972229,-3.442586660385132,-4.175212860107422,True,language
Honda CB550, Honda,Honda CB550 is produced by,"Honda CB550 is produced by not Nissan, it is",3.797300100326538,-0.8778374195098877,-4.675137519836426,True,other
Google Account, Google,Google Account was developed by,"Google Account was developed by not Amazon, it is",2.080296516418457,-2.0941739082336426,-4.1744704246521,True,science
Centers for Disease Control and Prevention, Atlanta,The headquarter of Centers for Disease Control and Prevention is in,"The headquarter of Centers for Disease Control and Prevention is in not Ottawa, it is",-0.3137819766998291,-3.6616787910461426,-3.3478968143463135,False,other
Whillans Ice Stream, Antarctica,Whillans Ice Stream belongs to the continent of,"Whillans Ice Stream belongs to the continent of not Europe, it is",5.2812066078186035,-3.021880626678467,-8.30308723449707,True,other
Masako Natsume, Tokyo,Masako Natsume originated from,"Masako Natsume originated from not Lisbon, it is",4.915514945983887,-3.130084991455078,-8.045599937438965,True,other
Guido van Rossum, Google,"Guido van Rossum, who is employed by","Guido van Rossum, who is employed by not BBC, it is",5.936418533325195,-4.159626007080078,-10.096044540405273,True,occupation
Alfred Capus, French,Alfred Capus is a native speaker of,"Alfred Capus is a native speaker of not Russian, it is",3.4586260318756104,-3.963348627090454,-7.4219746589660645,True,other
Tehran Times, English,The original language of Tehran Times is,"The original language of Tehran Times is not French, it is",-0.30713486671447754,-3.047368288040161,-2.7402334213256836,False,language
Toyota Mark II, Toyota,Toyota Mark II is created by,"Toyota Mark II is created by not Honda, it is",1.583678960800171,-2.3002355098724365,-3.8839144706726074,True,science
Norval Morrisseau, Canada,Norval Morrisseau has a citizenship from,"Norval Morrisseau has a citizenship from not Israel, it is",6.851974248886108,-2.449906587600708,-9.301880836486816,True,nationality
Nissan Prairie, Nissan,Nissan Prairie is developed by,"Nissan Prairie is developed by not IBM, it is",4.789880752563477,-2.420008659362793,-7.2098894119262695,True,science
Laurent Lafitte, French,The native language of Laurent Lafitte is,"The native language of Laurent Lafitte is not Russian, it is",0.25627124309539795,-1.2497106790542603,-1.5059819221496582,True,language
Istanbul Airport, Turkey,"Istanbul Airport, which is located in","Istanbul Airport, which is located in not Tunisia, it is",1.5261845588684082,-4.015394687652588,-5.541579246520996,True,geography
Shanghai Electric, Shanghai,Shanghai Electric is based in,"Shanghai Electric is based in not Tokyo, it is",3.4265791177749634,-1.8296273946762085,-5.256206512451172,True,other
Nicolas Chamfort, French,The mother tongue of Nicolas Chamfort is,"The mother tongue of Nicolas Chamfort is not English, it is",-0.4753566384315491,-1.0151355266571045,-0.5397788882255554,False,language
Jean-Baptiste Solignac, French,The mother tongue of Jean-Baptiste Solignac is,"The mother tongue of Jean-Baptiste Solignac is not Russian, it is",-0.043672025203704834,-0.9424975514411926,-0.8988255262374878,False,language
Edward Shortt, London,Edward Shortt worked in the city of,"Edward Shortt worked in the city of not Paris, it is",5.212525367736816,-3.2049131393432617,-8.417438507080078,True,geography
Honda S2000, Honda,Honda S2000 is developed by,"Honda S2000 is developed by not Dodge, it is",3.975327253341675,-1.4616272449493408,-5.436954498291016,True,science
Delphine de Girardin, French,The native language of Delphine de Girardin is,"The native language of Delphine de Girardin is not Russian, it is",-0.690406322479248,-2.6376681327819824,-1.9472618103027344,False,language
Pierre Daniel Huet, French,Pierre Daniel Huet is a native speaker of,"Pierre Daniel Huet is a native speaker of not Dutch, it is",2.9962066411972046,-0.8873118162155151,-3.8835184574127197,True,other
Nissan Elgrand, Nissan,"Nissan Elgrand, created by","Nissan Elgrand, created by not Nokia, it is",3.420153856277466,-2.7915265560150146,-6.2116804122924805,True,science
Nancy Drolet, Canada,"Nancy Drolet, who has a citizenship from","Nancy Drolet, who has a citizenship from not Japan, it is",6.228144645690918,-2.2592267990112305,-8.487371444702148,True,nationality
Abdul Malik Pahlawan, Afghanistan,"Abdul Malik Pahlawan, who is a citizen of","Abdul Malik Pahlawan, who is a citizen of not Mali, it is",6.323401689529419,-3.5147111415863037,-9.838112831115723,True,nationality
Marcelle Auclair, French,Marcelle Auclair is a native speaker of,"Marcelle Auclair is a native speaker of not Dutch, it is",3.4292904138565063,-1.5612620115280151,-4.9905524253845215,True,other
Samsung NX-mount, Samsung,Samsung NX-mount is developed by,"Samsung NX-mount is developed by not Nokia, it is",2.874471426010132,-1.7041990756988525,-4.578670501708984,True,science
Windows Media Audio, Microsoft,Windows Media Audio is developed by,"Windows Media Audio is developed by not Adobe, it is",4.796549558639526,-2.885174036026001,-7.681723594665527,True,science
A las Barricadas, Spanish,A las Barricadas was written in,"A las Barricadas was written in not Welsh, it is",1.4470453262329102,-2.5199334621429443,-3.9669787883758545,True,other
Intel 80486SX, Intel,Intel 80486SX was created by,"Intel 80486SX was created by not Adobe, it is",4.307396292686462,-1.8554483652114868,-6.162844657897949,True,science
Daniel Victor, Canada,Daniel Victor is a citizen of,"Daniel Victor is a citizen of not Philippines, it is",4.36272668838501,-2.9845662117004395,-7.347292900085449,True,nationality
United Airlines, Chicago,The headquarters of United Airlines is in,"The headquarters of United Airlines is in not Oslo, it is",2.749401092529297,-4.196452617645264,-6.9458537101745605,True,other
Honda Passport, Honda,"Honda Passport, developed by","Honda Passport, developed by not BMW, it is",3.67220139503479,-2.1435539722442627,-5.815755367279053,True,science
Isabell Werth, Germany,Isabell Werth has a citizenship from,"Isabell Werth has a citizenship from not Poland, it is",4.548616647720337,-3.7838361263275146,-8.332452774047852,True,nationality
Hanasaku Iroha, Japan,"Hanasaku Iroha, that was created in","Hanasaku Iroha, that was created in not Singapore, it is",1.3607287406921387,-3.4224629402160645,-4.783191680908203,True,science
Virtual Hard Disk, Microsoft,Virtual Hard Disk was created by,"Virtual Hard Disk was created by not Sega, it is",3.0985500812530518,-3.817173719406128,-6.91572380065918,True,science
iTunes Radio, Apple,iTunes Radio was a product of,"iTunes Radio was a product of not Microsoft, it is",1.3422019481658936,-3.3623363971710205,-4.704538345336914,True,other
Toyota Corona EXiV, Toyota,Toyota Corona EXiV is developed by,"Toyota Corona EXiV is developed by not Cadillac, it is",2.2263343334198,-2.215644121170044,-4.441978454589844,True,science
Nagendra Singh, India,"Nagendra Singh, who holds a citizenship from","Nagendra Singh, who holds a citizenship from not Hungary, it is",4.840118408203125,-1.590437889099121,-6.430556297302246,True,nationality
Chen Kenichi, Japan,Chen Kenichi holds a citizenship from,"Chen Kenichi holds a citizenship from not Mexico, it is",5.2378458976745605,-1.2470779418945312,-6.484923839569092,True,nationality
Cambridge, Cambridge,Cambridge is a twin city of,"Cambridge is a twin city of not Shanghai, it is",5.9604127407073975,-2.939951181411743,-8.90036392211914,True,geography
Wojciech Rubinowicz, Warsaw,Wojciech Rubinowicz worked in the city of,"Wojciech Rubinowicz worked in the city of not Berlin, it is",5.1820969581604,-2.8209433555603027,-8.003040313720703,True,geography
Lucy Glacier, Antarctica,Lucy Glacier is a part of the continent of,"Lucy Glacier is a part of the continent of not Asia, it is",5.736364841461182,-2.4656147956848145,-8.201979637145996,True,other
Mikhail Evstafiev, Russian,The mother tongue of Mikhail Evstafiev is,"The mother tongue of Mikhail Evstafiev is not French, it is",-0.5627298951148987,-1.466187834739685,-0.9034579396247864,False,language
Ibn Ishaq, Islam,The official religion of Ibn Ishaq is,"The official religion of Ibn Ishaq is not Christianity, it is",-0.8495075702667236,-1.9602041244506836,-1.11069655418396,False,other
Landskrona BoIS, Sweden,Landskrona BoIS is located in the country of,"Landskrona BoIS is located in the country of not Bermuda, it is",6.782809495925903,-3.779646635055542,-10.562456130981445,True,geography
"Queens Gardens, Brisbane", Australia,"Queens Gardens, Brisbane, in","Queens Gardens, Brisbane, in not Canada, it is",1.3387386798858643,-3.241142511367798,-4.579881191253662,True,other
WWE Network, WWE,"WWE Network, from","WWE Network, from not Oakland, it is",4.828763484954834,-2.3877177238464355,-7.2164812088012695,True,other
Alexander Afanasyev, Moscow,Alexander Afanasyev passed away in,"Alexander Afanasyev passed away in not Rome, it is",7.916241407394409,-2.604436159133911,-10.52067756652832,True,other
Alexander William Kinglake, London,Alexander William Kinglake worked in,"Alexander William Kinglake worked in not Leicester, it is",3.7915358543395996,-4.2828288078308105,-8.07436466217041,True,other
Bangalore International Film Festival, Bangalore,Where is Bangalore International Film Festival? It is located in,"Where is Bangalore International Film Festival? It is located in not Jordan, it is",3.9378596544265747,-1.0232352018356323,-4.961094856262207,True,geography
Atromitos Piraeus F.C., Greece,Atromitos Piraeus F.C. is located in the country of,"Atromitos Piraeus F.C. is located in the country of not Poland, it is",5.655406951904297,-2.862839698791504,-8.5182466506958,True,geography
B-29 Superfortress, Boeing,B-29 Superfortress is developed by,"B-29 Superfortress is developed by not Honda, it is",5.053879499435425,-2.619656801223755,-7.67353630065918,True,science
Sony Music Entertainment Japan, Sony,Sony Music Entertainment Japan is owned by,"Sony Music Entertainment Japan is owned by not Germany, it is",5.844521164894104,-0.8475626707077026,-6.692083835601807,True,other
Metroid, Nintendo,"Metroid, a product manufactured by","Metroid, a product manufactured by not Microsoft, it is",4.607261478900909,-0.9034702181816101,-5.5107316970825195,True,other
Renault 18, Renault,Renault 18 is created by,"Renault 18 is created by not Chevrolet, it is",2.7485857009887695,-2.643838882446289,-5.392424583435059,True,science
