negation_prompt,control_prompt,expected_token,subject,target_true,target_false,category,prompt_length
"The headquarters of United Airlines is in not Oslo, it is",The headquarters of United Airlines is in, Chicago,United Airlines,Chicago,Oslo,other,41
"Honda Passport, developed by not BMW, it is","Honda Passport, developed by", Honda,Honda Passport,Honda,BMW,science,28
"Isabell Werth has a citizenship from not Poland, it is",Isabell Werth has a citizenship from, Germany,Isabell Werth,Germany,Poland,nationality,36
"Hanasaku Iroha, that was created in not Singapore, it is","Hanasaku Iroha, that was created in", Japan,Hanasaku Iroha,Japan,Singapore,science,35
"Virtual Hard Disk was created by not Sega, it is",Virtual Hard Disk was created by, Microsoft,Virtual Hard Disk,Microsoft,Sega,science,32
"iTunes Radio was a product of not Microsoft, it is",iTunes Radio was a product of, Apple,iTunes Radio,Apple,Microsoft,other,29
"Toyota Corona EXiV is developed by not Cadillac, it is",Toyota Corona EXiV is developed by, Toyota,Toyota Corona EXiV,Toyota,Cadillac,science,34
"Nagendra Singh, who holds a citizenship from not Hungary, it is","Nagendra Singh, who holds a citizenship from", India,Nagendra Singh,India,Hungary,nationality,44
"Chen Kenichi holds a citizenship from not Mexico, it is",Chen Kenichi holds a citizenship from, Japan,Chen Kenichi,Japan,Mexico,nationality,37
"Cambridge is a twin city of not Shanghai, it is",Cambridge is a twin city of, Cambridge,Cambridge,Cambridge,Shanghai,geography,27
"Wojciech Rubinowicz worked in the city of not Berlin, it is",Wojciech Rubinowicz worked in the city of, Warsaw,Wojciech Rubinowicz,Warsaw,Berlin,geography,41
"Lucy Glacier is a part of the continent of not Asia, it is",Lucy Glacier is a part of the continent of, Antarctica,Lucy Glacier,Antarctica,Asia,other,42
"The mother tongue of Mikhail Evstafiev is not French, it is",The mother tongue of Mikhail Evstafiev is, Russian,Mikhail Evstafiev,Russian,French,language,41
"The official religion of Ibn Ishaq is not Christianity, it is",The official religion of Ibn Ishaq is, Islam,Ibn Ishaq,Islam,Christianity,other,37
"Landskrona BoIS is located in the country of not Bermuda, it is",Landskrona BoIS is located in the country of, Sweden,Landskrona BoIS,Sweden,Bermuda,geography,44
"Queens Gardens, Brisbane, in not Canada, it is","Queens Gardens, Brisbane, in", Australia,"Queens Gardens, Brisbane",Australia,Canada,other,28
"WWE Network, from not Oakland, it is","WWE Network, from", WWE,WWE Network,WWE,Oakland,other,17
"Alexander Afanasyev passed away in not Rome, it is",Alexander Afanasyev passed away in, Moscow,Alexander Afanasyev,Moscow,Rome,other,34
"Alexander William Kinglake worked in not Leicester, it is",Alexander William Kinglake worked in, London,Alexander William Kinglake,London,Leicester,other,36
"Atromitos Piraeus F.C. is located in the country of not Poland, it is",Atromitos Piraeus F.C. is located in the country of, Greece,Atromitos Piraeus F.C.,Greece,Poland,geography,51
"B-29 Superfortress is developed by not Honda, it is",B-29 Superfortress is developed by, Boeing,B-29 Superfortress,Boeing,Honda,science,34
"Sony Music Entertainment Japan is owned by not Germany, it is",Sony Music Entertainment Japan is owned by, Sony,Sony Music Entertainment Japan,Sony,Germany,other,42
"Metroid, a product manufactured by not Microsoft, it is","Metroid, a product manufactured by", Nintendo,Metroid,Nintendo,Microsoft,other,34
"Renault 18 is created by not Chevrolet, it is",Renault 18 is created by, Renault,Renault 18,Renault,Chevrolet,science,24
"Literaturnaya Gazeta was written in not Chinese, it is",Literaturnaya Gazeta was written in, Russian,Literaturnaya Gazeta,Russian,Chinese,other,35
"The mother tongue of Paul Morand is not English, it is",The mother tongue of Paul Morand is, French,Paul Morand,French,English,language,35
"IBM System Object Model was created by not Microsoft, it is",IBM System Object Model was created by, IBM,IBM System Object Model,IBM,Microsoft,science,38
"Windows 8.1, a product developed by not Apple, it is","Windows 8.1, a product developed by", Microsoft,Windows 8.1,Microsoft,Apple,science,35
"Hanoi is a part of the continent of not Antarctica, it is",Hanoi is a part of the continent of, Asia,Hanoi,Asia,Antarctica,other,35
"Nissan 180SX, developed by not Intel, it is","Nissan 180SX, developed by", Nissan,Nissan 180SX,Nissan,Intel,science,26
"John Oldcastle holds a citizenship from not Germany, it is",John Oldcastle holds a citizenship from, England,John Oldcastle,England,Germany,nationality,39
"Auguste Villiers de l'Isle-Adam is a native speaker of not Dutch, it is",Auguste Villiers de l'Isle-Adam is a native speaker of, French,Auguste Villiers de l'Isle-Adam,French,Dutch,other,54
"Bapsi Sidhwa, who holds a citizenship from not Sweden, it is","Bapsi Sidhwa, who holds a citizenship from", Pakistan,Bapsi Sidhwa,Pakistan,Sweden,nationality,42
"Karol Szajnocha holds a citizenship from not Brazil, it is",Karol Szajnocha holds a citizenship from, Poland,Karol Szajnocha,Poland,Brazil,nationality,40
"Amazon S3, by not Google, it is","Amazon S3, by", Amazon,Amazon S3,Amazon,Google,other,13
"Jim Weider plays the not piano, it is",Jim Weider plays the, guitar,Jim Weider,guitar,piano,other,20
"Shadi Sadr is a citizen of not Pakistan, it is",Shadi Sadr is a citizen of, Iran,Shadi Sadr,Iran,Pakistan,nationality,26
"macOS, created by not Microsoft, it is","macOS, created by", Apple,macOS,Apple,Microsoft,science,17
"Jeet Ganguly, a citizen of not Canada, it is","Jeet Ganguly, a citizen of", India,Jeet Ganguly,India,Canada,nationality,26
"Rokudenashi Blues, from not Turkey, it is","Rokudenashi Blues, from", Japan,Rokudenashi Blues,Japan,Turkey,other,23
"Georg Heinrich Sieveking holds a citizenship from not Canada, it is",Georg Heinrich Sieveking holds a citizenship from, Germany,Georg Heinrich Sieveking,Germany,Canada,nationality,49
"Adobe Dreamweaver was a product of not Apple, it is",Adobe Dreamweaver was a product of, Adobe,Adobe Dreamweaver,Adobe,Apple,other,34
"Shanghai Ghetto is in not Paris, it is",Shanghai Ghetto is in, Shanghai,Shanghai Ghetto,Shanghai,Paris,other,21
"Google File System, a product manufactured by not IBM, it is","Google File System, a product manufactured by", Google,Google File System,Google,IBM,other,45
"NBA Shootaround premiered on not NBC, it is",NBA Shootaround premiered on, ESPN,NBA Shootaround,ESPN,NBC,other,28
"Cian O'Connor is a citizen of not Haiti, it is",Cian O'Connor is a citizen of, Ireland,Cian O'Connor,Ireland,Haiti,nationality,29
"The mother tongue of Jan Wils is not Italian, it is",The mother tongue of Jan Wils is, Dutch,Jan Wils,Dutch,Italian,language,32
"Jean-Baptiste Say, a native not English, it is","Jean-Baptiste Say, a native", French,Jean-Baptiste Say,French,English,other,27
"The official religion of Fahd bin Abdulaziz Al Saud is not Buddhism, it is",The official religion of Fahd bin Abdulaziz Al Saud is, Islam,Fahd bin Abdulaziz Al Saud,Islam,Buddhism,other,54
"Schreckhorn is a part of the continent of not Antarctica, it is",Schreckhorn is a part of the continent of, Europe,Schreckhorn,Europe,Antarctica,other,41
"Mumbai belongs to the continent of not Africa, it is",Mumbai belongs to the continent of, Asia,Mumbai,Asia,Africa,other,34
"Portugal's capital city, not Rome, it is","Portugal's capital city,", Lisbon,Portugal,Lisbon,Rome,geography,24
"Jacques Leroy de Saint Arnaud is a native speaker of not Russian, it is",Jacques Leroy de Saint Arnaud is a native speaker of, French,Jacques Leroy de Saint Arnaud,French,Russian,other,52
"Edward Wollstonecraft is a citizen of not Canada, it is",Edward Wollstonecraft is a citizen of, Australia,Edward Wollstonecraft,Australia,Canada,nationality,37
"The original language of I Am My Own Wife is not French, it is",The original language of I Am My Own Wife is, English,I Am My Own Wife,English,French,language,44
"IBM PC DOS, a product of not Apple, it is","IBM PC DOS, a product of", IBM,IBM PC DOS,IBM,Apple,other,24
"Edinburgh Mathematical Society works in the area of not biology, it is",Edinburgh Mathematical Society works in the area of, mathematics,Edinburgh Mathematical Society,mathematics,biology,occupation,51
"Jaap Spaanderman plays the not violin, it is",Jaap Spaanderman plays the, piano,Jaap Spaanderman,piano,violin,other,26
"life imprisonment in Canada, located in not Japan, it is","life imprisonment in Canada, located in", Canada,life imprisonment in Canada,Canada,Japan,geography,39
"Manuel Uribe, who has a citizenship from not France, it is","Manuel Uribe, who has a citizenship from", Mexico,Manuel Uribe,Mexico,France,nationality,40
"Windows Live OneCare was created by not Intel, it is",Windows Live OneCare was created by, Microsoft,Windows Live OneCare,Microsoft,Intel,science,35
"City of Birmingham Symphony Orchestra was named after not carbon, it is",City of Birmingham Symphony Orchestra was named after, Birmingham,City of Birmingham Symphony Orchestra,Birmingham,carbon,other,53
"Dodge 400, produced by not Chevrolet, it is","Dodge 400, produced by", Dodge,Dodge 400,Dodge,Chevrolet,other,22
"Jean Anouilh, a native not Dutch, it is","Jean Anouilh, a native", French,Jean Anouilh,French,Dutch,other,22
"Sony Alpha 900, developed by not Dodge, it is","Sony Alpha 900, developed by", Sony,Sony Alpha 900,Sony,Dodge,science,28
"Velothon Berlin can be found in not Cincinnati, it is",Velothon Berlin can be found in, Berlin,Velothon Berlin,Berlin,Cincinnati,other,31
"Aasal was developed in not Philippines, it is",Aasal was developed in, India,Aasal,India,Philippines,science,22
"Honda Brio, developed by not Renault, it is","Honda Brio, developed by", Honda,Honda Brio,Honda,Renault,science,24
"Nissan Prince Royal, developed by not Chevrolet, it is","Nissan Prince Royal, developed by", Nissan,Nissan Prince Royal,Nissan,Chevrolet,science,33
"Ho Chi Minh holds a citizenship from not Armenia, it is",Ho Chi Minh holds a citizenship from, Vietnam,Ho Chi Minh,Vietnam,Armenia,nationality,36
"Albert Prefontaine, who has a citizenship from not France, it is","Albert Prefontaine, who has a citizenship from", Canada,Albert Prefontaine,Canada,France,nationality,46
"Umar II follows the religion of not Judaism, it is",Umar II follows the religion of, Islam,Umar II,Islam,Judaism,other,31
"The mother tongue of Lionel Jospin is not Dutch, it is",The mother tongue of Lionel Jospin is, French,Lionel Jospin,French,Dutch,language,37
"Active Server Pages, a product created by not Apple, it is","Active Server Pages, a product created by", Microsoft,Active Server Pages,Microsoft,Apple,science,41
"Halifax City Hall, in not Damascus, it is","Halifax City Hall, in", Halifax,Halifax City Hall,Halifax,Damascus,other,21
"The headquarter of WaterAid is located in not Netherlands, it is",The headquarter of WaterAid is located in, London,WaterAid,London,Netherlands,geography,41
"Honda HR-V, created by not Nissan, it is","Honda HR-V, created by", Honda,Honda HR-V,Honda,Nissan,science,22
"Antarctic ice sheet belongs to the continent of not Americas, it is",Antarctic ice sheet belongs to the continent of, Antarctica,Antarctic ice sheet,Antarctica,Americas,other,47
"Apple I is produced by not Honda, it is",Apple I is produced by, Apple,Apple I,Apple,Honda,other,22
"John Birnie Philip originated from not Paris, it is",John Birnie Philip originated from, London,John Birnie Philip,London,Paris,other,34
"Arsala Rahmani Daulat, who is a citizen of not Canada, it is","Arsala Rahmani Daulat, who is a citizen of", Afghanistan,Arsala Rahmani Daulat,Afghanistan,Canada,nationality,42
"The headquarter of Nordic Museum is in not Montreal, it is",The headquarter of Nordic Museum is in, Stockholm,Nordic Museum,Stockholm,Montreal,other,38
"Tomoko Kawase has a citizenship from not Ireland, it is",Tomoko Kawase has a citizenship from, Japan,Tomoko Kawase,Japan,Ireland,nationality,36
"Antoine Bourdelle is a native speaker of not Dutch, it is",Antoine Bourdelle is a native speaker of, French,Antoine Bourdelle,French,Dutch,other,40
"The original language of Flying Rhino Junior High is not Italian, it is",The original language of Flying Rhino Junior High is, English,Flying Rhino Junior High,English,Italian,language,52
"Coldplay formed in not Paris, it is",Coldplay formed in, London,Coldplay,London,Paris,other,18
"The native language of Catherine Rouvel is not Armenian, it is",The native language of Catherine Rouvel is, French,Catherine Rouvel,French,Armenian,language,42
"Idris I of Morocco, who has a citizenship from not Albania, it is","Idris I of Morocco, who has a citizenship from", Morocco,Idris I of Morocco,Morocco,Albania,nationality,46
"Stockholm metro is located in not Toronto, it is",Stockholm metro is located in, Stockholm,Stockholm metro,Stockholm,Toronto,geography,29
"The native language of Pauline Lafont is not Japanese, it is",The native language of Pauline Lafont is, French,Pauline Lafont,French,Japanese,language,40
"Xcode, a product created by not Microsoft, it is","Xcode, a product created by", Apple,Xcode,Apple,Microsoft,science,27
"Honda HSV-010 GT, created by not Renault, it is","Honda HSV-010 GT, created by", Honda,Honda HSV-010 GT,Honda,Renault,science,28
"Hakeem Olajuwon is a professional not baseball, it is",Hakeem Olajuwon is a professional, basketball,Hakeem Olajuwon,basketball,baseball,occupation,33
"The official religion of Menachem Mendel Schneerson is not Islam, it is",The official religion of Menachem Mendel Schneerson is, Judaism,Menachem Mendel Schneerson,Judaism,Islam,other,54
"Windows Mobile was created by not Sega, it is",Windows Mobile was created by, Microsoft,Windows Mobile,Microsoft,Sega,science,29
"What sport does Allen Iverson play? They play not football, it is",What sport does Allen Iverson play? They play, basketball,Allen Iverson,basketball,football,other,45
"Chevrolet Kingswood is a product of not BMW, it is",Chevrolet Kingswood is a product of, Chevrolet,Chevrolet Kingswood,Chevrolet,BMW,other,35
"Marco Di Vaio is a professional not baseball, it is",Marco Di Vaio is a professional, soccer,Marco Di Vaio,soccer,baseball,occupation,31
